진료년도,상병구분,시도,시군구,성별,환자수,입내원일수,요양급여비용
2024,ADHD,경북,영주시,남,37 ,240 ,7860090 
2024,ADHD,경북,영주시,여,0 ,0 ,0 
2024,ADHD,경북,영천시,남,18 ,144 ,9671700 
2024,ADHD,경북,영천시,여,0 ,0 ,0 
2024,ADHD,경북,포항남구,남,194 ,1465 ,155748620 
2024,ADHD,경북,포항남구,여,80 ,538 ,59474300 
2024,ADHD,경북,포항북구,남,926 ,7129 ,875089670 
2024,ADHD,경북,포항북구,여,378 ,2422 ,283620850 
2024,ADHD,경북,문경시,남,20 ,75 ,2312730 
2024,ADHD,경북,문경시,여,0 ,0 ,0 
2024,ADHD,경북,상주시,남,33 ,197 ,9346880 
2024,ADHD,경북,상주시,여,15 ,50 ,3003230 
2024,ADHD,경북,경산시,남,743 ,3560 ,509476730 
2024,ADHD,경북,경산시,여,501 ,2126 ,302570020 
2024,ADHD,경남,거창군,남,0 ,0 ,0 
2024,ADHD,경남,거창군,여,0 ,0 ,0 
2024,ADHD,경남,고성군,남,0 ,0 ,0 
2024,ADHD,경남,고성군,여,0 ,0 ,0 
2024,ADHD,경남,남해군,남,0 ,0 ,0 
2024,ADHD,경남,남해군,여,0 ,0 ,0 
2024,ADHD,경남,산청군,남,0 ,0 ,0 
2024,ADHD,경남,산청군,여,0 ,0 ,0 
2024,ADHD,경남,의령군,남,0 ,0 ,0 
2024,ADHD,경남,의령군,여,0 ,0 ,0 
2024,ADHD,경남,창녕군,남,33 ,477 ,38772090 
2024,ADHD,경남,창녕군,여,0 ,0 ,0 
2024,ADHD,경남,하동군,남,0 ,0 ,0 
2024,ADHD,경남,하동군,여,0 ,0 ,0 
2024,ADHD,경남,함안군,남,0 ,0 ,0 
2024,ADHD,경남,함안군,여,0 ,0 ,0 
2024,ADHD,경남,함양군,남,16 ,58 ,2203180 
2024,ADHD,경남,함양군,여,14 ,41 ,1747510 
2024,ADHD,경남,합천군,남,0 ,0 ,0 
2024,ADHD,경남,합천군,여,0 ,0 ,0 
2024,ADHD,경남,김해시,남,953 ,8505 ,827505120 
2024,ADHD,경남,김해시,여,430 ,3239 ,295292890 
2024,ADHD,경남,사천시,남,37 ,262 ,25116440 
2024,ADHD,경남,사천시,여,14 ,40 ,2925910 
2024,ADHD,경남,진주시,남,1519 ,8406 ,554287450 
2024,ADHD,경남,진주시,여,723 ,3917 ,282353780 
2024,ADHD,경남,창원마산회원구,남,716 ,3856 ,350734330 
2024,ADHD,경남,창원마산회원구,여,473 ,3666 ,341700270 
2024,ADHD,경남,창원마산합포구,남,201 ,972 ,75321180 
2024,ADHD,경남,창원마산합포구,여,113 ,573 ,34454750 
2024,ADHD,경남,창원진해구,남,58 ,246 ,19310030 
2024,ADHD,경남,창원진해구,여,33 ,243 ,21023120 
2024,ADHD,경남,창원의창구,남,85 ,527 ,41660600 
2024,ADHD,경남,창원의창구,여,54 ,359 ,27909950 
2024,ADHD,경남,창원성산구,남,1638 ,10942 ,974638700 
2024,ADHD,경남,창원성산구,여,994 ,7410 ,640685340 
2024,ADHD,경남,통영시,남,168 ,1230 ,42087720 
2024,ADHD,경남,통영시,여,88 ,673 ,22851560 
2024,ADHD,경남,밀양시,남,142 ,1110 ,118405910 
2024,ADHD,경남,밀양시,여,56 ,303 ,32282140 
2024,ADHD,경남,거제시,남,392 ,2447 ,125807700 
2024,ADHD,경남,거제시,여,208 ,974 ,41222540 
2024,ADHD,경남,양산시,남,1126 ,5824 ,461230210 
2024,ADHD,경남,양산시,여,494 ,2601 ,213968850 
2024,ADHD,제주,서귀포시,남,389 ,3081 ,181052660 
2024,ADHD,제주,서귀포시,여,251 ,1749 ,116668330 
2024,ADHD,제주,제주시,남,1780 ,13476 ,1146271120 
2024,ADHD,제주,제주시,여,1177 ,8506 ,706853620 
2024,ADHD,세종,세종시,남,1866 ,11928 ,1050096910 
2024,ADHD,세종,세종시,여,968 ,6052 ,550041300 
2024,불면증,서울,강남구,남,8366 ,31674 ,1493630780 
2024,불면증,서울,강남구,여,13533 ,56311 ,2857591190 
2024,불면증,서울,강동구,남,3406 ,13929 ,549411250 
2024,불면증,서울,강동구,여,4740 ,19442 ,708650840 
2024,불면증,서울,강서구,남,3596 ,15076 ,826197860 
2024,불면증,서울,강서구,여,5966 ,24639 ,1287582640 
2024,불면증,서울,관악구,남,2983 ,12474 ,435400360 
2024,불면증,서울,관악구,여,3820 ,15302 ,607415880 
2024,불면증,서울,구로구,남,2330 ,8436 ,262225640 
2024,불면증,서울,구로구,여,3635 ,12704 ,415463400 
2024,불면증,서울,도봉구,남,1728 ,7529 ,193442760 
2024,불면증,서울,도봉구,여,2703 ,10440 ,277896190 
2024,불면증,서울,동대문구,남,2172 ,8578 ,332033230 
2024,불면증,서울,동대문구,여,3150 ,12005 ,440773390 
2024,불면증,서울,동작구,남,2386 ,10298 ,395245430 
2024,불면증,서울,동작구,여,3829 ,14638 ,600213020 
2024,불면증,서울,마포구,남,2482 ,10047 ,422668490 
2024,불면증,서울,마포구,여,3663 ,15117 ,677924030 
2024,불면증,서울,서대문구,남,2033 ,9353 ,353209040 
2024,불면증,서울,서대문구,여,3416 ,14535 ,532713770 
2024,불면증,서울,성동구,남,1652 ,6506 ,272323320 
2024,불면증,서울,성동구,여,2737 ,10621 ,444926460 
2024,불면증,서울,성북구,남,1592 ,6117 ,199660110 
2024,불면증,서울,성북구,여,2796 ,9803 ,326083340 
2024,불면증,서울,영등포구,남,2991 ,10148 ,419662340 
2024,불면증,서울,영등포구,여,4227 ,14693 ,625393580 
2024,불면증,서울,용산구,남,1494 ,5093 ,189808760 
2024,불면증,서울,용산구,여,2250 ,7606 ,307001150 
2024,불면증,서울,은평구,남,2676 ,11169 ,417824350 
2024,불면증,서울,은평구,여,4881 ,20479 ,839051130 
2024,불면증,서울,종로구,남,2441 ,9561 ,581958380 
2024,불면증,서울,종로구,여,3703 ,14274 ,926105200 
2024,불면증,서울,중구,남,1833 ,6831 ,311599440 
2024,불면증,서울,중구,여,2315 ,8271 ,376384470 
2024,불면증,서울,송파구,남,4276 ,14891 ,672864970 
2024,불면증,서울,송파구,여,7564 ,25649 ,1028767970 
2024,불면증,서울,중랑구,남,2395 ,10338 ,360763270 
2024,불면증,서울,중랑구,여,3869 ,16498 ,627741120 
2024,불면증,서울,양천구,남,2391 ,9819 ,350005590 
2024,불면증,서울,양천구,여,4261 ,17558 ,682139930 
2024,불면증,서울,서초구,남,3628 ,13606 ,632250870 
2024,불면증,서울,서초구,여,6134 ,22865 ,1021939030 
2024,불면증,서울,노원구,남,2535 ,9974 ,265753570 
2024,불면증,서울,노원구,여,4626 ,18179 ,511307550 
2024,불면증,서울,광진구,남,2172 ,8178 ,431733970 
2024,불면증,서울,광진구,여,3756 ,14231 ,781370900 
2024,불면증,서울,강북구,남,1741 ,7943 ,245016000 
2024,불면증,서울,강북구,여,3280 ,16382 ,524105460 
2024,불면증,서울,금천구,남,1268 ,4443 ,182535270 
2024,불면증,서울,금천구,여,1666 ,4645 ,145272130 
2024,불면증,부산,부산남구,남,1662 ,8417 ,378892980 
2024,불면증,부산,부산남구,여,2731 ,12381 ,541862610 
2024,불면증,부산,부산동구,남,1023 ,5430 ,192553630 
2024,불면증,부산,부산동구,여,1619 ,8926 ,313585630 
2024,불면증,부산,부산동래구,남,1617 ,7184 ,290209630 
2024,불면증,부산,부산동래구,여,2828 ,12832 ,510574240 
2024,불면증,부산,부산진구,남,3489 ,19916 ,797321290 
2024,불면증,부산,부산진구,여,5803 ,32926 ,1323112370 
2024,불면증,부산,부산북구,남,1590 ,8060 ,284378880 
2024,불면증,부산,부산북구,여,2703 ,13100 ,466995130 
2024,불면증,부산,부산서구,남,566 ,2245 ,72320990 
2024,불면증,부산,부산서구,여,828 ,3021 ,88795160 
2024,불면증,부산,부산영도구,남,733 ,3436 ,80793750 
2024,불면증,부산,부산영도구,여,1049 ,4573 ,108083670 
2024,불면증,부산,부산중구,남,476 ,2169 ,73772790 
2024,불면증,부산,부산중구,여,842 ,3999 ,139418080 
2024,불면증,부산,부산해운대구,남,2942 ,13597 ,592106620 
2024,불면증,부산,부산해운대구,여,5274 ,24221 ,1047114180 
2024,불면증,부산,부산사하구,남,2412 ,13213 ,468434200 
2024,불면증,부산,부산사하구,여,3856 ,21804 ,761893560 
2024,불면증,부산,부산금정구,남,1689 ,7419 ,227103500 
2024,불면증,부산,부산금정구,여,2534 ,10733 ,319331070 
2024,불면증,부산,부산강서구,남,589 ,1900 ,51858280 
2024,불면증,부산,부산강서구,여,720 ,2423 ,55763690 
2024,불면증,부산,부산연제구,남,1713 ,8201 ,301498260 
2024,불면증,부산,부산연제구,여,2893 ,12318 ,453558600 
2024,불면증,부산,부산수영구,남,1337 ,6208 ,249298340 
2024,불면증,부산,부산수영구,여,2163 ,9598 ,386059890 
2024,불면증,부산,부산사상구,남,2029 ,10435 ,422802370 
2024,불면증,부산,부산사상구,여,1955 ,9638 ,341903970 
2024,불면증,부산,부산기장군,남,1138 ,4442 ,155642500 
2024,불면증,부산,부산기장군,여,1743 ,7716 ,278238160 
2024,불면증,인천,인천미추홀구,남,2228 ,9022 ,300178020 
2024,불면증,인천,인천미추홀구,여,3297 ,14327 ,473807950 
2024,불면증,인천,인천동구,남,331 ,1226 ,34016310 
2024,불면증,인천,인천동구,여,421 ,1510 ,42544930 
2024,불면증,인천,인천부평구,남,2943 ,12356 ,414795870 
2024,불면증,인천,인천부평구,여,4883 ,21092 ,716622260 
2024,불면증,인천,인천중구,남,1275 ,5623 ,199760080 
2024,불면증,인천,인천중구,여,1708 ,7461 ,275518390 
2024,불면증,인천,인천서구,남,3143 ,13158 ,465908910 
2024,불면증,인천,인천서구,여,5119 ,22344 ,840284670 
2024,불면증,인천,인천남동구,남,2885 ,11590 ,451567980 
2024,불면증,인천,인천남동구,여,4662 ,19787 ,797948180 
2024,불면증,인천,인천연수구,남,1575 ,5934 ,193434220 
2024,불면증,인천,인천연수구,여,2653 ,9753 ,281092700 
2024,불면증,인천,인천계양구,남,1610 ,6404 ,177966200 
2024,불면증,인천,인천계양구,여,2613 ,11188 ,329301000 
2024,불면증,인천,인천강화군,남,366 ,1600 ,68029550 
2024,불면증,인천,인천강화군,여,488 ,2005 ,70544840 
2024,불면증,인천,인천옹진군,남,37 ,136 ,2405140 
2024,불면증,인천,인천옹진군,여,41 ,127 ,2524880 
2024,불면증,대구,대구남구,남,1319 ,5951 ,205460350 
2024,불면증,대구,대구남구,여,2118 ,9096 ,329443280 
2024,불면증,대구,대구동구,남,3240 ,16244 ,618848710 
2024,불면증,대구,대구동구,여,4033 ,18543 ,624030590 
2024,불면증,대구,대구북구,남,2280 ,9542 ,290164370 
2024,불면증,대구,대구북구,여,3666 ,13610 ,413382830 
2024,불면증,대구,대구서구,남,963 ,3724 ,84582460 
2024,불면증,대구,대구서구,여,1569 ,5778 ,128936980 
2024,불면증,대구,대구수성구,남,3003 ,12492 ,443741530 
2024,불면증,대구,대구수성구,여,4916 ,19764 ,699875540 
2024,불면증,대구,대구중구,남,1094 ,4852 ,161319320 
2024,불면증,대구,대구중구,여,2005 ,10293 ,386244060 
2024,불면증,대구,대구달서구,남,4309 ,19042 ,697661100 
2024,불면증,대구,대구달서구,여,6314 ,26923 ,946459450 
2024,불면증,대구,대구달성군,남,1426 ,5580 ,213352710 
2024,불면증,대구,대구달성군,여,2088 ,8326 ,334920450 
2024,불면증,대구,대구군위군,남,134 ,369 ,5341110 
2024,불면증,대구,대구군위군,여,141 ,413 ,6441060 
2024,불면증,광주,광주동구,남,799 ,2679 ,108536540 
2024,불면증,광주,광주동구,여,1028 ,3374 ,150801090 
2024,불면증,광주,광주북구,남,2258 ,8270 ,280596320 
2024,불면증,광주,광주북구,여,3492 ,12062 ,412388440 
2024,불면증,광주,광주서구,남,1747 ,6724 ,203812560 
2024,불면증,광주,광주서구,여,2658 ,10701 ,327870700 
2024,불면증,광주,광주광산구,남,1856 ,7113 ,230627420 
2024,불면증,광주,광주광산구,여,2208 ,7458 ,209093380 
2024,불면증,광주,광주남구,남,1118 ,4507 ,182389820 
2024,불면증,광주,광주남구,여,1629 ,6281 ,235383730 
2024,불면증,대전,대전유성구,남,1685 ,7073 ,230955200 
2024,불면증,대전,대전유성구,여,2801 ,11255 ,374790260 
2024,불면증,대전,대전대덕구,남,1306 ,5103 ,171051710 
2024,불면증,대전,대전대덕구,여,1313 ,5576 ,186190470 
2024,불면증,대전,대전서구,남,3147 ,14711 ,509159160 
2024,불면증,대전,대전서구,여,5277 ,24005 ,834982540 
2024,불면증,대전,대전동구,남,1353 ,5766 ,175118090 
2024,불면증,대전,대전동구,여,2060 ,9045 ,271897180 
2024,불면증,대전,대전중구,남,1848 ,8133 ,298211290 
2024,불면증,대전,대전중구,여,2872 ,12112 ,439922170 
2024,불면증,울산,울산남구,남,2010 ,7967 ,256162940 
2024,불면증,울산,울산남구,여,2820 ,11318 ,349699780 
2024,불면증,울산,울산동구,남,792 ,3198 ,127576480 
2024,불면증,울산,울산동구,여,1067 ,4698 ,230882990 
2024,불면증,울산,울산중구,남,1008 ,4366 ,106578520 
2024,불면증,울산,울산중구,여,1385 ,5698 ,130486580 
2024,불면증,울산,울산북구,남,879 ,3869 ,112775390 
2024,불면증,울산,울산북구,여,1219 ,5621 ,173082470 
2024,불면증,울산,울산울주군,남,893 ,3332 ,68591770 
2024,불면증,울산,울산울주군,여,1183 ,4716 ,98877490 
2024,불면증,경기,가평군,남,521 ,1813 ,42762180 
2024,불면증,경기,가평군,여,726 ,2391 ,57079710 
2024,불면증,경기,양평군,남,773 ,2354 ,52007350 
2024,불면증,경기,양평군,여,1198 ,3947 ,97918450 
2024,불면증,경기,연천군,남,178 ,687 ,39129860 
2024,불면증,경기,연천군,여,248 ,988 ,50996610 
2024,불면증,경기,광명시,남,1828 ,8221 ,381832050 
2024,불면증,경기,광명시,여,2843 ,13191 ,595516610 
2024,불면증,경기,동두천시,남,512 ,2546 ,89999620 
2024,불면증,경기,동두천시,여,814 ,3924 ,141528660 
2024,불면증,경기,부천시,남,0 ,0 ,0 
2024,불면증,경기,부천시,여,0 ,0 ,0 
2024,불면증,경기,부천소사구,남,951 ,3597 ,98242400 
2024,불면증,경기,부천소사구,여,1516 ,5835 ,163336460 
2024,불면증,경기,부천오정구,남,945 ,3859 ,80800480 
2024,불면증,경기,부천오정구,여,1604 ,6891 ,149103210 
2024,불면증,경기,부천원미구,남,2246 ,8849 ,291031240 
2024,불면증,경기,부천원미구,여,3950 ,16161 ,590688630 
2024,불면증,경기,성남수정구,남,1509 ,6154 ,179494680 
2024,불면증,경기,성남수정구,여,2397 ,8998 ,267739270 
2024,불면증,경기,성남중원구,남,1232 ,4901 ,138963950 
2024,불면증,경기,성남중원구,여,1851 ,7221 ,202846760 
2024,불면증,경기,성남분당구,남,4986 ,18155 ,902543810 
2024,불면증,경기,성남분당구,여,8844 ,30993 ,1422528850 
2024,불면증,경기,수원권선구,남,2012 ,7014 ,238676900 
2024,불면증,경기,수원권선구,여,2947 ,10430 ,257510830 
2024,불면증,경기,수원장안구,남,1231 ,5035 ,160574960 
2024,불면증,경기,수원장안구,여,1989 ,7855 ,280098200 
2024,불면증,경기,수원팔달구,남,2571 ,10489 ,595417560 
2024,불면증,경기,수원팔달구,여,4660 ,18479 ,1117579310 
2024,불면증,경기,수원영통구,남,2165 ,8156 ,424272340 
2024,불면증,경기,수원영통구,여,3356 ,12907 ,564432930 
2024,불면증,경기,안양만안구,남,1345 ,5709 ,194188790 
2024,불면증,경기,안양만안구,여,2129 ,8401 ,272528590 
2024,불면증,경기,안양동안구,남,1748 ,6852 ,226011750 
2024,불면증,경기,안양동안구,여,2923 ,11021 ,368448150 
2024,불면증,경기,의정부시,남,2599 ,9865 ,301442630 
2024,불면증,경기,의정부시,여,4602 ,17577 ,525699730 
2024,불면증,경기,과천시,남,223 ,531 ,9143780 
2024,불면증,경기,과천시,여,374 ,972 ,17481260 
2024,불면증,경기,구리시,남,1340 ,6072 ,201396310 
2024,불면증,경기,구리시,여,2183 ,9563 ,310708770 
2024,불면증,경기,안산단원구,남,2164 ,7860 ,242044480 
2024,불면증,경기,안산단원구,여,3496 ,13134 ,409297310 
2024,불면증,경기,안산상록구,남,1972 ,8419 ,195559690 
2024,불면증,경기,안산상록구,여,3389 ,14194 ,307125000 
2024,불면증,경기,평택시,남,3593 ,14143 ,469552190 
2024,불면증,경기,평택시,여,5130 ,20808 ,624278820 
2024,불면증,경기,하남시,남,1350 ,4770 ,175921110 
2024,불면증,경기,하남시,여,2171 ,7856 ,305300190 
2024,불면증,경기,군포시,남,1228 ,4849 ,122687550 
2024,불면증,경기,군포시,여,2314 ,8920 ,232125510 
2024,불면증,경기,남양주시,남,3757 ,15163 ,433106330 
2024,불면증,경기,남양주시,여,6404 ,26262 ,807010100 
2024,불면증,경기,의왕시,남,651 ,2021 ,46616910 
2024,불면증,경기,의왕시,여,970 ,3005 ,58433780 
2024,불면증,경기,시흥시,남,2547 ,9791 ,322950120 
2024,불면증,경기,시흥시,여,3599 ,14021 ,475415310 
2024,불면증,경기,오산시,남,1267 ,4706 ,134536950 
2024,불면증,경기,오산시,여,1958 ,7313 ,209291640 
2024,불면증,경기,고양덕양구,남,2412 ,8633 ,267801350 
2024,불면증,경기,고양덕양구,여,4165 ,14389 ,473742210 
2024,불면증,경기,고양일산서구,남,2042 ,8513 ,304548860 
2024,불면증,경기,고양일산서구,여,3270 ,13303 ,447269090 
2024,불면증,경기,고양일산동구,남,1646 ,6468 ,218541290 
2024,불면증,경기,고양일산동구,여,3342 ,12811 ,482970020 
2024,불면증,경기,용인기흥구,남,2702 ,10343 ,343066070 
2024,불면증,경기,용인기흥구,여,4887 ,17768 ,587522530 
2024,불면증,경기,용인수지구,남,1951 ,7039 ,164139050 
2024,불면증,경기,용인수지구,여,3515 ,11580 ,281960850 
2024,불면증,경기,용인처인구,남,1717 ,6686 ,187617500 
2024,불면증,경기,용인처인구,여,2585 ,10272 ,302411520 
2024,불면증,경기,이천시,남,1182 ,4076 ,90094280 
2024,불면증,경기,이천시,여,1599 ,5559 ,124146440 
2024,불면증,경기,파주시,남,2453 ,9121 ,267236310 
2024,불면증,경기,파주시,여,3510 ,13377 ,381874000 
2024,불면증,경기,김포시,남,2438 ,8910 ,270359340 
2024,불면증,경기,김포시,여,3789 ,14740 ,437327330 
2024,불면증,경기,안성시,남,887 ,3657 ,80892380 
2024,불면증,경기,안성시,여,1259 ,4607 ,91161650 
2024,불면증,경기,화성시,남,4026 ,13536 ,520988240 
2024,불면증,경기,화성시,여,5512 ,19075 ,644556740 
2024,불면증,경기,광주시,남,1694 ,6146 ,202847120 
2024,불면증,경기,광주시,여,2644 ,9301 ,292687890 
2024,불면증,경기,양주시,남,1300 ,4998 ,134700000 
2024,불면증,경기,양주시,여,1819 ,6441 ,177704630 
2024,불면증,경기,포천시,남,716 ,2173 ,47132110 
2024,불면증,경기,포천시,여,890 ,2856 ,63042490 
2024,불면증,경기,여주시,남,799 ,3381 ,90636530 
2024,불면증,경기,여주시,여,1268 ,5254 ,154500460 
2024,불면증,강원,고성군,남,98 ,406 ,6827650 
2024,불면증,강원,고성군,여,153 ,490 ,8355940 
2024,불면증,강원,양구군,남,140 ,427 ,7290570 
2024,불면증,강원,양구군,여,208 ,714 ,11517480 
2024,불면증,강원,양양군,남,155 ,559 ,8509920 
2024,불면증,강원,양양군,여,223 ,749 ,12153940 
2024,불면증,강원,영월군,남,205 ,595 ,8910460 
2024,불면증,강원,영월군,여,319 ,983 ,15853840 
2024,불면증,강원,인제군,남,129 ,379 ,5538530 
2024,불면증,강원,인제군,여,245 ,772 ,12222460 
2024,불면증,강원,정선군,남,187 ,538 ,10512870 
2024,불면증,강원,정선군,여,181 ,552 ,11578610 
2024,불면증,강원,철원군,남,262 ,914 ,13679480 
2024,불면증,강원,철원군,여,345 ,1166 ,17898010 
2024,불면증,강원,평창군,남,293 ,1023 ,21032080 
2024,불면증,강원,평창군,여,398 ,1415 ,29126060 
2024,불면증,강원,홍천군,남,346 ,1280 ,25162940 
2024,불면증,강원,홍천군,여,408 ,1189 ,19232810 
2024,불면증,강원,화천군,남,170 ,413 ,5842500 
2024,불면증,강원,화천군,여,181 ,602 ,8935620 
2024,불면증,강원,횡성군,남,201 ,571 ,10549880 
2024,불면증,강원,횡성군,여,278 ,931 ,17249260 
2024,불면증,강원,강릉시,남,1484 ,5932 ,207540150 
2024,불면증,강원,강릉시,여,2294 ,9058 ,300704870 
2024,불면증,강원,동해시,남,528 ,2029 ,55330970 
2024,불면증,강원,동해시,여,840 ,3127 ,90288310 
2024,불면증,강원,속초시,남,602 ,2227 ,56850830 
2024,불면증,강원,속초시,여,780 ,2445 ,60109500 
2024,불면증,강원,원주시,남,1694 ,7329 ,214454590 
2024,불면증,강원,원주시,여,2680 ,11210 ,315414420 
2024,불면증,강원,춘천시,남,1524 ,6726 ,215004700 
2024,불면증,강원,춘천시,여,2372 ,9730 ,274608130 
2024,불면증,강원,태백시,남,366 ,2853 ,105250520 
2024,불면증,강원,태백시,여,473 ,3732 ,137759160 
2024,불면증,강원,삼척시,남,292 ,1396 ,42901390 
2024,불면증,강원,삼척시,여,371 ,1747 ,54279000 
2024,불면증,충북,괴산군,남,237 ,692 ,16687970 
2024,불면증,충북,괴산군,여,243 ,720 ,18025690 
2024,불면증,충북,단양군,남,244 ,861 ,16826680 
2024,불면증,충북,단양군,여,381 ,1142 ,22594610 
2024,불면증,충북,보은군,남,262 ,939 ,17217880 
2024,불면증,충북,보은군,여,326 ,1198 ,21827360 
2024,불면증,충북,영동군,남,241 ,900 ,23091280 
2024,불면증,충북,영동군,여,314 ,1053 ,25475480 
2024,불면증,충북,옥천군,남,246 ,913 ,15687870 
2024,불면증,충북,옥천군,여,318 ,1048 ,18636920 
2024,불면증,충북,음성군,남,803 ,2736 ,49160470 
2024,불면증,충북,음성군,여,979 ,3449 ,55443230 
2024,불면증,충북,진천군,남,392 ,1141 ,19101020 
2024,불면증,충북,진천군,여,518 ,1935 ,31274040 
2024,불면증,충북,증평군,남,230 ,776 ,11687850 
2024,불면증,충북,증평군,여,332 ,1153 ,17852170 
2024,불면증,충북,청주상당구,남,1505 ,6602 ,235805290 
2024,불면증,충북,청주상당구,여,2178 ,9314 ,339247210 
2024,불면증,충북,청주흥덕구,남,1816 ,7231 ,207043350 
2024,불면증,충북,청주흥덕구,여,2590 ,10102 ,286441860 
2024,불면증,충북,청주청원구,남,1092 ,3815 ,176153520 
2024,불면증,충북,청주청원구,여,1370 ,4918 ,154849940 
2024,불면증,충북,청주서원구,남,1055 ,5124 ,171123160 
2024,불면증,충북,청주서원구,여,1797 ,8831 ,302075300 
2024,불면증,충북,충주시,남,1419 ,6109 ,204168260 
2024,불면증,충북,충주시,여,2072 ,9444 ,315762580 
2024,불면증,충북,제천시,남,916 ,4052 ,117685850 
2024,불면증,충북,제천시,여,1206 ,5467 ,176263860 
2024,불면증,충남,금산군,남,418 ,1861 ,50472660 
2024,불면증,충남,금산군,여,413 ,1981 ,56028540 
2024,불면증,충남,부여군,남,476 ,1432 ,26367090 
2024,불면증,충남,부여군,여,551 ,1669 ,31010480 
2024,불면증,충남,서천군,남,351 ,1245 ,36386190 
2024,불면증,충남,서천군,여,477 ,1553 ,45114460 
2024,불면증,충남,예산군,남,440 ,1441 ,36969610 
2024,불면증,충남,예산군,여,557 ,1940 ,54316680 
2024,불면증,충남,청양군,남,179 ,727 ,14902220 
2024,불면증,충남,청양군,여,215 ,800 ,15918170 
2024,불면증,충남,홍성군,남,755 ,3358 ,105007400 
2024,불면증,충남,홍성군,여,1063 ,4221 ,134750150 
2024,불면증,충남,태안군,남,594 ,2533 ,51351910 
2024,불면증,충남,태안군,여,763 ,3131 ,66229680 
2024,불면증,충남,천안서북구,남,2420 ,9159 ,283233380 
2024,불면증,충남,천안서북구,여,3675 ,13734 ,431707680 
2024,불면증,충남,천안동남구,남,1576 ,5782 ,149646950 
2024,불면증,충남,천안동남구,여,2279 ,8872 ,255247190 
2024,불면증,충남,공주시,남,650 ,2562 ,61372290 
2024,불면증,충남,공주시,여,1023 ,4212 ,107317720 
2024,불면증,충남,보령시,남,805 ,3254 ,55562960 
2024,불면증,충남,보령시,여,1040 ,4444 ,79446720 
2024,불면증,충남,아산시,남,1717 ,6760 ,237202130 
2024,불면증,충남,아산시,여,2264 ,8808 ,282566410 
2024,불면증,충남,서산시,남,1239 ,5766 ,128051780 
2024,불면증,충남,서산시,여,1556 ,7837 ,177372290 
2024,불면증,충남,논산시,남,833 ,2943 ,97190840 
2024,불면증,충남,논산시,여,990 ,3377 ,102942870 
2024,불면증,충남,계룡시,남,105 ,379 ,5752680 
2024,불면증,충남,계룡시,여,160 ,480 ,8036780 
2024,불면증,충남,당진시,남,921 ,3444 ,91175530 
2024,불면증,충남,당진시,여,981 ,3314 ,85522670 
2024,불면증,전북,고창군,남,234 ,671 ,10261750 
2024,불면증,전북,고창군,여,306 ,750 ,11509050 
2024,불면증,전북,무주군,남,84 ,282 ,4204330 
2024,불면증,전북,무주군,여,119 ,458 ,5967690 
2024,불면증,전북,부안군,남,278 ,1044 ,21849540 
2024,불면증,전북,부안군,여,315 ,1102 ,22413240 
2024,불면증,전북,순창군,남,148 ,603 ,12445940 
2024,불면증,전북,순창군,여,149 ,576 ,11761210 
2024,불면증,전북,완주군,남,479 ,1883 ,75835390 
2024,불면증,전북,완주군,여,560 ,2327 ,124447980 
2024,불면증,전북,임실군,남,182 ,567 ,8485660 
2024,불면증,전북,임실군,여,223 ,513 ,8621880 
2024,불면증,전북,장수군,남,163 ,434 ,7162190 
2024,불면증,전북,장수군,여,185 ,429 ,7709000 
2024,불면증,전북,진안군,남,131 ,412 ,6382570 
2024,불면증,전북,진안군,여,135 ,433 ,6510340 
2024,불면증,전북,군산시,남,1782 ,8405 ,273619050 
2024,불면증,전북,군산시,여,2453 ,11710 ,387168310 
2024,불면증,전북,남원시,남,428 ,1848 ,36421250 
2024,불면증,전북,남원시,여,583 ,1856 ,35067240 
2024,불면증,전북,익산시,남,1517 ,5658 ,160985370 
2024,불면증,전북,익산시,여,2291 ,8558 ,234882840 
2024,불면증,전북,전주완산구,남,1958 ,7529 ,247034810 
2024,불면증,전북,전주완산구,여,2880 ,10557 ,376164070 
2024,불면증,전북,전주덕진구,남,1483 ,6409 ,233838070 
2024,불면증,전북,전주덕진구,여,2049 ,8175 ,289676240 
2024,불면증,전북,정읍시,남,590 ,2261 ,65754250 
2024,불면증,전북,정읍시,여,721 ,2781 ,78636120 
2024,불면증,전북,김제시,남,514 ,1822 ,46442560 
2024,불면증,전북,김제시,여,483 ,1525 ,39105560 
2024,불면증,전남,강진군,남,188 ,406 ,22078770 
2024,불면증,전남,강진군,여,294 ,657 ,34327430 
2024,불면증,전남,고흥군,남,327 ,1040 ,16369390 
2024,불면증,전남,고흥군,여,402 ,1158 ,19553290 
2024,불면증,전남,곡성군,남,127 ,427 ,11234880 
2024,불면증,전남,곡성군,여,157 ,422 ,10476560 
2024,불면증,전남,구례군,남,125 ,323 ,7019710 
2024,불면증,전남,구례군,여,216 ,701 ,16820030 
2024,불면증,전남,담양군,남,299 ,1039 ,21733270 
2024,불면증,전남,담양군,여,471 ,1333 ,35846480 
2024,불면증,전남,무안군,남,351 ,969 ,17045860 
2024,불면증,전남,무안군,여,452 ,1400 ,27155700 
2024,불면증,전남,보성군,남,284 ,761 ,14925530 
2024,불면증,전남,보성군,여,239 ,627 ,10009550 
2024,불면증,전남,신안군,남,240 ,646 ,9676910 
2024,불면증,전남,신안군,여,217 ,649 ,12062920 
2024,불면증,전남,영광군,남,371 ,1617 ,70461330 
