진료년도,상별구분,시도,시군구,성별,연령구분,환자수,입내원일수,요양급여비용
2024,ADHD,충남,천안동남구,남,80~89세,0 ,0 ,0 
2024,ADHD,충남,천안동남구,남,90~99세,0 ,0 ,0 
2024,ADHD,충남,천안동남구,남,100세이상,0 ,0 ,0 
2024,ADHD,충남,천안동남구,여,0~9세,68 ,386 ,24090480 
2024,ADHD,충남,천안동남구,여,10~19세,125 ,968 ,73807880 
2024,ADHD,충남,천안동남구,여,20~29세,203 ,1349 ,93076170 
2024,ADHD,충남,천안동남구,여,30~39세,55 ,362 ,22436760 
2024,ADHD,충남,천안동남구,여,40~49세,20 ,123 ,6948050 
2024,ADHD,충남,천안동남구,여,50~59세,0 ,0 ,0 
2024,ADHD,충남,천안동남구,여,60~69세,0 ,0 ,0 
2024,ADHD,충남,천안동남구,여,70~79세,0 ,0 ,0 
2024,ADHD,충남,천안동남구,여,80~89세,0 ,0 ,0 
2024,ADHD,충남,천안동남구,여,90~99세,0 ,0 ,0 
2024,ADHD,충남,천안동남구,여,100세이상,0 ,0 ,0 
2024,ADHD,충남,공주시,남,0~9세,26 ,164 ,15483650 
2024,ADHD,충남,공주시,남,10~19세,78 ,503 ,60877000 
2024,ADHD,충남,공주시,남,20~29세,21 ,131 ,13928850 
2024,ADHD,충남,공주시,남,30~39세,13 ,146 ,17297260 
2024,ADHD,충남,공주시,남,40~49세,0 ,0 ,0 
2024,ADHD,충남,공주시,남,50~59세,0 ,0 ,0 
2024,ADHD,충남,공주시,남,60~69세,0 ,0 ,0 
2024,ADHD,충남,공주시,남,70~79세,0 ,0 ,0 
2024,ADHD,충남,공주시,남,80~89세,0 ,0 ,0 
2024,ADHD,충남,공주시,남,90~99세,0 ,0 ,0 
2024,ADHD,충남,공주시,남,100세이상,0 ,0 ,0 
2024,ADHD,충남,공주시,여,0~9세,0 ,0 ,0 
2024,ADHD,충남,공주시,여,10~19세,26 ,133 ,13452300 
2024,ADHD,충남,공주시,여,20~29세,15 ,41 ,4873840 
2024,ADHD,충남,공주시,여,30~39세,0 ,0 ,0 
2024,ADHD,충남,공주시,여,40~49세,0 ,0 ,0 
2024,ADHD,충남,공주시,여,50~59세,0 ,0 ,0 
2024,ADHD,충남,공주시,여,60~69세,0 ,0 ,0 
2024,ADHD,충남,공주시,여,70~79세,0 ,0 ,0 
2024,ADHD,충남,공주시,여,80~89세,0 ,0 ,0 
2024,ADHD,충남,공주시,여,90~99세,0 ,0 ,0 
2024,ADHD,충남,공주시,여,100세이상,0 ,0 ,0 
2024,ADHD,충남,보령시,남,0~9세,0 ,0 ,0 
2024,ADHD,충남,보령시,남,10~19세,17 ,120 ,2408580 
2024,ADHD,충남,보령시,남,20~29세,10 ,68 ,5239880 
2024,ADHD,충남,보령시,남,30~39세,0 ,0 ,0 
2024,ADHD,충남,보령시,남,40~49세,0 ,0 ,0 
2024,ADHD,충남,보령시,남,50~59세,0 ,0 ,0 
2024,ADHD,충남,보령시,남,60~69세,0 ,0 ,0 
2024,ADHD,충남,보령시,남,70~79세,0 ,0 ,0 
2024,ADHD,충남,보령시,남,80~89세,0 ,0 ,0 
2024,ADHD,충남,보령시,남,90~99세,0 ,0 ,0 
2024,ADHD,충남,보령시,남,100세이상,0 ,0 ,0 
2024,ADHD,충남,보령시,여,0~9세,0 ,0 ,0 
2024,ADHD,충남,보령시,여,10~19세,0 ,0 ,0 
2024,ADHD,충남,보령시,여,20~29세,0 ,0 ,0 
2024,ADHD,충남,보령시,여,30~39세,0 ,0 ,0 
2024,ADHD,충남,보령시,여,40~49세,0 ,0 ,0 
2024,ADHD,충남,보령시,여,50~59세,0 ,0 ,0 
2024,ADHD,충남,보령시,여,60~69세,0 ,0 ,0 
2024,ADHD,충남,보령시,여,70~79세,0 ,0 ,0 
2024,ADHD,충남,보령시,여,80~89세,0 ,0 ,0 
2024,ADHD,충남,보령시,여,90~99세,0 ,0 ,0 
2024,ADHD,충남,보령시,여,100세이상,0 ,0 ,0 
2024,ADHD,충남,아산시,남,0~9세,673 ,5210 ,238683730 
2024,ADHD,충남,아산시,남,10~19세,708 ,5516 ,262158580 
2024,ADHD,충남,아산시,남,20~29세,163 ,1095 ,80576050 
2024,ADHD,충남,아산시,남,30~39세,81 ,524 ,43380990 
2024,ADHD,충남,아산시,남,40~49세,29 ,190 ,9475670 
2024,ADHD,충남,아산시,남,50~59세,0 ,0 ,0 
2024,ADHD,충남,아산시,남,60~69세,0 ,0 ,0 
2024,ADHD,충남,아산시,남,70~79세,0 ,0 ,0 
2024,ADHD,충남,아산시,남,80~89세,0 ,0 ,0 
2024,ADHD,충남,아산시,남,90~99세,0 ,0 ,0 
2024,ADHD,충남,아산시,남,100세이상,0 ,0 ,0 
2024,ADHD,충남,아산시,여,0~9세,144 ,1003 ,43357950 
2024,ADHD,충남,아산시,여,10~19세,231 ,1502 ,92193490 
2024,ADHD,충남,아산시,여,20~29세,129 ,725 ,59670690 
2024,ADHD,충남,아산시,여,30~39세,83 ,548 ,39227680 
2024,ADHD,충남,아산시,여,40~49세,51 ,387 ,24879800 
2024,ADHD,충남,아산시,여,50~59세,10 ,49 ,3326260 
2024,ADHD,충남,아산시,여,60~69세,0 ,0 ,0 
2024,ADHD,충남,아산시,여,70~79세,0 ,0 ,0 
2024,ADHD,충남,아산시,여,80~89세,0 ,0 ,0 
2024,ADHD,충남,아산시,여,90~99세,0 ,0 ,0 
2024,ADHD,충남,아산시,여,100세이상,0 ,0 ,0 
2024,ADHD,충남,서산시,남,0~9세,38 ,220 ,6138330 
2024,ADHD,충남,서산시,남,10~19세,43 ,231 ,6543430 
2024,ADHD,충남,서산시,남,20~29세,66 ,322 ,13648610 
2024,ADHD,충남,서산시,남,30~39세,37 ,269 ,10012170 
2024,ADHD,충남,서산시,남,40~49세,0 ,0 ,0 
2024,ADHD,충남,서산시,남,50~59세,0 ,0 ,0 
2024,ADHD,충남,서산시,남,60~69세,0 ,0 ,0 
2024,ADHD,충남,서산시,남,70~79세,0 ,0 ,0 
2024,ADHD,충남,서산시,남,80~89세,0 ,0 ,0 
2024,ADHD,충남,서산시,남,90~99세,0 ,0 ,0 
2024,ADHD,충남,서산시,남,100세이상,0 ,0 ,0 
2024,ADHD,충남,서산시,여,0~9세,0 ,0 ,0 
2024,ADHD,충남,서산시,여,10~19세,10 ,44 ,1315750 
2024,ADHD,충남,서산시,여,20~29세,31 ,142 ,6351260 
2024,ADHD,충남,서산시,여,30~39세,16 ,86 ,3560560 
2024,ADHD,충남,서산시,여,40~49세,0 ,0 ,0 
2024,ADHD,충남,서산시,여,50~59세,0 ,0 ,0 
2024,ADHD,충남,서산시,여,60~69세,0 ,0 ,0 
2024,ADHD,충남,서산시,여,70~79세,0 ,0 ,0 
2024,ADHD,충남,서산시,여,80~89세,0 ,0 ,0 
2024,ADHD,충남,서산시,여,90~99세,0 ,0 ,0 
2024,ADHD,충남,서산시,여,100세이상,0 ,0 ,0 
2024,ADHD,충남,논산시,남,0~9세,18 ,97 ,10392380 
2024,ADHD,충남,논산시,남,10~19세,18 ,79 ,7218000 
2024,ADHD,충남,논산시,남,20~29세,24 ,89 ,4949260 
2024,ADHD,충남,논산시,남,30~39세,0 ,0 ,0 
2024,ADHD,충남,논산시,남,40~49세,0 ,0 ,0 
2024,ADHD,충남,논산시,남,50~59세,0 ,0 ,0 
2024,ADHD,충남,논산시,남,60~69세,0 ,0 ,0 
2024,ADHD,충남,논산시,남,70~79세,0 ,0 ,0 
2024,ADHD,충남,논산시,남,80~89세,0 ,0 ,0 
2024,ADHD,충남,논산시,남,90~99세,0 ,0 ,0 
2024,ADHD,충남,논산시,남,100세이상,0 ,0 ,0 
2024,ADHD,충남,논산시,여,0~9세,0 ,0 ,0 
2024,ADHD,충남,논산시,여,10~19세,0 ,0 ,0 
2024,ADHD,충남,논산시,여,20~29세,0 ,0 ,0 
2024,ADHD,충남,논산시,여,30~39세,0 ,0 ,0 
2024,ADHD,충남,논산시,여,40~49세,0 ,0 ,0 
2024,ADHD,충남,논산시,여,50~59세,0 ,0 ,0 
2024,ADHD,충남,논산시,여,60~69세,0 ,0 ,0 
2024,ADHD,충남,논산시,여,70~79세,0 ,0 ,0 
2024,ADHD,충남,논산시,여,80~89세,0 ,0 ,0 
2024,ADHD,충남,논산시,여,90~99세,0 ,0 ,0 
2024,ADHD,충남,논산시,여,100세이상,0 ,0 ,0 
2024,ADHD,충남,계룡시,남,0~9세,0 ,0 ,0 
2024,ADHD,충남,계룡시,남,10~19세,0 ,0 ,0 
2024,ADHD,충남,계룡시,남,20~29세,0 ,0 ,0 
2024,ADHD,충남,계룡시,남,30~39세,0 ,0 ,0 
2024,ADHD,충남,계룡시,남,40~49세,0 ,0 ,0 
2024,ADHD,충남,계룡시,남,50~59세,0 ,0 ,0 
2024,ADHD,충남,계룡시,남,60~69세,0 ,0 ,0 
2024,ADHD,충남,계룡시,남,70~79세,0 ,0 ,0 
2024,ADHD,충남,계룡시,남,80~89세,0 ,0 ,0 
2024,ADHD,충남,계룡시,남,90~99세,0 ,0 ,0 
2024,ADHD,충남,계룡시,여,0~9세,0 ,0 ,0 
2024,ADHD,충남,계룡시,여,10~19세,0 ,0 ,0 
2024,ADHD,충남,계룡시,여,20~29세,0 ,0 ,0 
2024,ADHD,충남,계룡시,여,30~39세,0 ,0 ,0 
2024,ADHD,충남,계룡시,여,40~49세,0 ,0 ,0 
2024,ADHD,충남,계룡시,여,50~59세,0 ,0 ,0 
2024,ADHD,충남,계룡시,여,60~69세,0 ,0 ,0 
2024,ADHD,충남,계룡시,여,70~79세,0 ,0 ,0 
2024,ADHD,충남,계룡시,여,80~89세,0 ,0 ,0 
2024,ADHD,충남,계룡시,여,90~99세,0 ,0 ,0 
2024,ADHD,충남,계룡시,여,100세이상,0 ,0 ,0 
2024,ADHD,충남,당진시,남,0~9세,123 ,757 ,41922360 
2024,ADHD,충남,당진시,남,10~19세,156 ,1086 ,81082360 
2024,ADHD,충남,당진시,남,20~29세,13 ,92 ,7160910 
2024,ADHD,충남,당진시,남,30~39세,0 ,0 ,0 
2024,ADHD,충남,당진시,남,40~49세,0 ,0 ,0 
2024,ADHD,충남,당진시,남,50~59세,0 ,0 ,0 
2024,ADHD,충남,당진시,남,60~69세,0 ,0 ,0 
2024,ADHD,충남,당진시,남,70~79세,0 ,0 ,0 
2024,ADHD,충남,당진시,남,80~89세,0 ,0 ,0 
2024,ADHD,충남,당진시,남,90~99세,0 ,0 ,0 
2024,ADHD,충남,당진시,남,100세이상,0 ,0 ,0 
2024,ADHD,충남,당진시,여,0~9세,22 ,106 ,5781100 
2024,ADHD,충남,당진시,여,10~19세,41 ,256 ,18734440 
2024,ADHD,충남,당진시,여,20~29세,10 ,43 ,2768240 
2024,ADHD,충남,당진시,여,30~39세,0 ,0 ,0 
2024,ADHD,충남,당진시,여,40~49세,0 ,0 ,0 
2024,ADHD,충남,당진시,여,50~59세,0 ,0 ,0 
2024,ADHD,충남,당진시,여,60~69세,0 ,0 ,0 
2024,ADHD,충남,당진시,여,70~79세,0 ,0 ,0 
2024,ADHD,충남,당진시,여,80~89세,0 ,0 ,0 
2024,ADHD,충남,당진시,여,90~99세,0 ,0 ,0 
2024,ADHD,충남,당진시,여,100세이상,0 ,0 ,0 
2024,ADHD,전북,고창군,남,0~9세,0 ,0 ,0 
2024,ADHD,전북,고창군,남,10~19세,0 ,0 ,0 
2024,ADHD,전북,고창군,남,20~29세,0 ,0 ,0 
2024,ADHD,전북,고창군,남,30~39세,0 ,0 ,0 
2024,ADHD,전북,고창군,남,40~49세,0 ,0 ,0 
2024,ADHD,전북,고창군,남,50~59세,0 ,0 ,0 
2024,ADHD,전북,고창군,남,60~69세,0 ,0 ,0 
2024,ADHD,전북,고창군,남,70~79세,0 ,0 ,0 
2024,ADHD,전북,고창군,남,80~89세,0 ,0 ,0 
2024,ADHD,전북,고창군,남,90~99세,0 ,0 ,0 
2024,ADHD,전북,고창군,남,100세이상,0 ,0 ,0 
2024,ADHD,전북,고창군,여,0~9세,0 ,0 ,0 
2024,ADHD,전북,고창군,여,10~19세,0 ,0 ,0 
2024,ADHD,전북,고창군,여,20~29세,0 ,0 ,0 
2024,ADHD,전북,고창군,여,30~39세,0 ,0 ,0 
2024,ADHD,전북,고창군,여,40~49세,0 ,0 ,0 
2024,ADHD,전북,고창군,여,50~59세,0 ,0 ,0 
2024,ADHD,전북,고창군,여,60~69세,0 ,0 ,0 
2024,ADHD,전북,고창군,여,70~79세,0 ,0 ,0 
2024,ADHD,전북,고창군,여,80~89세,0 ,0 ,0 
2024,ADHD,전북,고창군,여,90~99세,0 ,0 ,0 
2024,ADHD,전북,고창군,여,100세이상,0 ,0 ,0 
2024,ADHD,전북,무주군,남,0~9세,0 ,0 ,0 
2024,ADHD,전북,무주군,남,10~19세,0 ,0 ,0 
2024,ADHD,전북,무주군,남,20~29세,0 ,0 ,0 
2024,ADHD,전북,무주군,남,30~39세,0 ,0 ,0 
2024,ADHD,전북,무주군,남,40~49세,0 ,0 ,0 
2024,ADHD,전북,무주군,남,50~59세,0 ,0 ,0 
2024,ADHD,전북,무주군,남,60~69세,0 ,0 ,0 
2024,ADHD,전북,무주군,남,70~79세,0 ,0 ,0 
2024,ADHD,전북,무주군,남,80~89세,0 ,0 ,0 
2024,ADHD,전북,무주군,남,90~99세,0 ,0 ,0 
2024,ADHD,전북,무주군,남,100세이상,0 ,0 ,0 
2024,ADHD,전북,무주군,여,0~9세,0 ,0 ,0 
2024,ADHD,전북,무주군,여,10~19세,0 ,0 ,0 
2024,ADHD,전북,무주군,여,20~29세,0 ,0 ,0 
2024,ADHD,전북,무주군,여,30~39세,0 ,0 ,0 
2024,ADHD,전북,무주군,여,40~49세,0 ,0 ,0 
2024,ADHD,전북,무주군,여,50~59세,0 ,0 ,0 
2024,ADHD,전북,무주군,여,60~69세,0 ,0 ,0 
2024,ADHD,전북,무주군,여,70~79세,0 ,0 ,0 
2024,ADHD,전북,무주군,여,80~89세,0 ,0 ,0 
2024,ADHD,전북,무주군,여,90~99세,0 ,0 ,0 
2024,ADHD,전북,무주군,여,100세이상,0 ,0 ,0 
2024,ADHD,전북,부안군,남,0~9세,0 ,0 ,0 
2024,ADHD,전북,부안군,남,10~19세,0 ,0 ,0 
2024,ADHD,전북,부안군,남,20~29세,0 ,0 ,0 
2024,ADHD,전북,부안군,남,30~39세,0 ,0 ,0 
2024,ADHD,전북,부안군,남,40~49세,0 ,0 ,0 
2024,ADHD,전북,부안군,남,50~59세,0 ,0 ,0 
2024,ADHD,전북,부안군,남,60~69세,0 ,0 ,0 
2024,ADHD,전북,부안군,남,70~79세,0 ,0 ,0 
2024,ADHD,전북,부안군,남,80~89세,0 ,0 ,0 
2024,ADHD,전북,부안군,남,90~99세,0 ,0 ,0 
2024,ADHD,전북,부안군,남,100세이상,0 ,0 ,0 
2024,ADHD,전북,부안군,여,0~9세,0 ,0 ,0 
2024,ADHD,전북,부안군,여,10~19세,0 ,0 ,0 
2024,ADHD,전북,부안군,여,20~29세,0 ,0 ,0 
2024,ADHD,전북,부안군,여,30~39세,0 ,0 ,0 
2024,ADHD,전북,부안군,여,40~49세,0 ,0 ,0 
2024,ADHD,전북,부안군,여,50~59세,0 ,0 ,0 
2024,ADHD,전북,부안군,여,60~69세,0 ,0 ,0 
2024,ADHD,전북,부안군,여,70~79세,0 ,0 ,0 
2024,ADHD,전북,부안군,여,80~89세,0 ,0 ,0 
2024,ADHD,전북,부안군,여,90~99세,0 ,0 ,0 
2024,ADHD,전북,부안군,여,100세이상,0 ,0 ,0 
2024,ADHD,전북,순창군,남,0~9세,0 ,0 ,0 
2024,ADHD,전북,순창군,남,10~19세,0 ,0 ,0 
2024,ADHD,전북,순창군,남,20~29세,0 ,0 ,0 
2024,ADHD,전북,순창군,남,30~39세,0 ,0 ,0 
2024,ADHD,전북,순창군,남,40~49세,0 ,0 ,0 
2024,ADHD,전북,순창군,남,50~59세,0 ,0 ,0 
2024,ADHD,전북,순창군,남,60~69세,0 ,0 ,0 
2024,ADHD,전북,순창군,남,70~79세,0 ,0 ,0 
2024,ADHD,전북,순창군,남,80~89세,0 ,0 ,0 
2024,ADHD,전북,순창군,남,90~99세,0 ,0 ,0 
2024,ADHD,전북,순창군,남,100세이상,0 ,0 ,0 
2024,ADHD,전북,순창군,여,0~9세,0 ,0 ,0 
2024,ADHD,전북,순창군,여,10~19세,0 ,0 ,0 
2024,ADHD,전북,순창군,여,20~29세,0 ,0 ,0 
2024,ADHD,전북,순창군,여,30~39세,0 ,0 ,0 
2024,ADHD,전북,순창군,여,40~49세,0 ,0 ,0 
2024,ADHD,전북,순창군,여,50~59세,0 ,0 ,0 
2024,ADHD,전북,순창군,여,60~69세,0 ,0 ,0 
2024,ADHD,전북,순창군,여,70~79세,0 ,0 ,0 
2024,ADHD,전북,순창군,여,80~89세,0 ,0 ,0 
2024,ADHD,전북,순창군,여,90~99세,0 ,0 ,0 
2024,ADHD,전북,순창군,여,100세이상,0 ,0 ,0 
2024,ADHD,전북,완주군,남,0~9세,0 ,0 ,0 
2024,ADHD,전북,완주군,남,10~19세,61 ,278 ,29704680 
2024,ADHD,전북,완주군,남,20~29세,29 ,162 ,17030440 
2024,ADHD,전북,완주군,남,30~39세,14 ,94 ,9084530 
2024,ADHD,전북,완주군,남,40~49세,0 ,0 ,0 
2024,ADHD,전북,완주군,남,50~59세,0 ,0 ,0 
2024,ADHD,전북,완주군,남,60~69세,0 ,0 ,0 
2024,ADHD,전북,완주군,남,70~79세,0 ,0 ,0 
2024,ADHD,전북,완주군,남,80~89세,0 ,0 ,0 
2024,ADHD,전북,완주군,남,90~99세,0 ,0 ,0 
2024,ADHD,전북,완주군,남,100세이상,0 ,0 ,0 
2024,ADHD,전북,완주군,여,0~9세,0 ,0 ,0 
2024,ADHD,전북,완주군,여,10~19세,14 ,71 ,6622250 
2024,ADHD,전북,완주군,여,20~29세,24 ,150 ,16802380 
2024,ADHD,전북,완주군,여,30~39세,22 ,154 ,14723760 
2024,ADHD,전북,완주군,여,40~49세,0 ,0 ,0 
2024,ADHD,전북,완주군,여,50~59세,0 ,0 ,0 
2024,ADHD,전북,완주군,여,60~69세,0 ,0 ,0 
2024,ADHD,전북,완주군,여,70~79세,0 ,0 ,0 
2024,ADHD,전북,완주군,여,80~89세,0 ,0 ,0 
2024,ADHD,전북,완주군,여,90~99세,0 ,0 ,0 
2024,ADHD,전북,완주군,여,100세이상,0 ,0 ,0 
2024,ADHD,전북,임실군,남,10~19세,0 ,0 ,0 
2024,ADHD,전북,임실군,남,20~29세,0 ,0 ,0 
2024,ADHD,전북,임실군,남,30~39세,0 ,0 ,0 
2024,ADHD,전북,임실군,남,40~49세,0 ,0 ,0 
2024,ADHD,전북,임실군,남,50~59세,0 ,0 ,0 
2024,ADHD,전북,임실군,남,60~69세,0 ,0 ,0 
2024,ADHD,전북,임실군,남,70~79세,0 ,0 ,0 
2024,ADHD,전북,임실군,남,80~89세,0 ,0 ,0 
2024,ADHD,전북,임실군,남,90~99세,0 ,0 ,0 
2024,ADHD,전북,임실군,남,100세이상,0 ,0 ,0 
2024,ADHD,전북,임실군,여,10~19세,0 ,0 ,0 
2024,ADHD,전북,임실군,여,20~29세,0 ,0 ,0 
2024,ADHD,전북,임실군,여,30~39세,0 ,0 ,0 
2024,ADHD,전북,임실군,여,40~49세,0 ,0 ,0 
2024,ADHD,전북,임실군,여,50~59세,0 ,0 ,0 
2024,ADHD,전북,임실군,여,60~69세,0 ,0 ,0 
2024,ADHD,전북,임실군,여,70~79세,0 ,0 ,0 
2024,ADHD,전북,임실군,여,80~89세,0 ,0 ,0 
2024,ADHD,전북,임실군,여,90~99세,0 ,0 ,0 
2024,ADHD,전북,임실군,여,100세이상,0 ,0 ,0 
2024,ADHD,전북,장수군,남,0~9세,0 ,0 ,0 
2024,ADHD,전북,장수군,남,10~19세,0 ,0 ,0 
2024,ADHD,전북,장수군,남,20~29세,0 ,0 ,0 
2024,ADHD,전북,장수군,남,30~39세,0 ,0 ,0 
2024,ADHD,전북,장수군,남,40~49세,0 ,0 ,0 
2024,ADHD,전북,장수군,남,50~59세,0 ,0 ,0 
2024,ADHD,전북,장수군,남,60~69세,0 ,0 ,0 
2024,ADHD,전북,장수군,남,70~79세,0 ,0 ,0 
2024,ADHD,전북,장수군,남,80~89세,0 ,0 ,0 
2024,ADHD,전북,장수군,남,90~99세,0 ,0 ,0 
2024,ADHD,전북,장수군,남,100세이상,0 ,0 ,0 
2024,ADHD,전북,장수군,여,10~19세,0 ,0 ,0 
2024,ADHD,전북,장수군,여,20~29세,0 ,0 ,0 
2024,ADHD,전북,장수군,여,30~39세,0 ,0 ,0 
2024,ADHD,전북,장수군,여,40~49세,0 ,0 ,0 
2024,ADHD,전북,장수군,여,50~59세,0 ,0 ,0 
2024,ADHD,전북,장수군,여,60~69세,0 ,0 ,0 
2024,ADHD,전북,장수군,여,70~79세,0 ,0 ,0 
2024,ADHD,전북,장수군,여,80~89세,0 ,0 ,0 
2024,ADHD,전북,장수군,여,90~99세,0 ,0 ,0 
2024,ADHD,전북,장수군,여,100세이상,0 ,0 ,0 
2024,ADHD,전북,진안군,남,0~9세,0 ,0 ,0 
2024,ADHD,전북,진안군,남,10~19세,0 ,0 ,0 
2024,ADHD,전북,진안군,남,20~29세,0 ,0 ,0 
2024,ADHD,전북,진안군,남,30~39세,0 ,0 ,0 
2024,ADHD,전북,진안군,남,40~49세,0 ,0 ,0 
2024,ADHD,전북,진안군,남,50~59세,0 ,0 ,0 
2024,ADHD,전북,진안군,남,60~69세,0 ,0 ,0 
2024,ADHD,전북,진안군,남,70~79세,0 ,0 ,0 
2024,ADHD,전북,진안군,남,80~89세,0 ,0 ,0 
2024,ADHD,전북,진안군,남,90~99세,0 ,0 ,0 
2024,ADHD,전북,진안군,남,100세이상,0 ,0 ,0 
2024,ADHD,전북,진안군,여,0~9세,0 ,0 ,0 
2024,ADHD,전북,진안군,여,10~19세,0 ,0 ,0 
2024,ADHD,전북,진안군,여,20~29세,0 ,0 ,0 
2024,ADHD,전북,진안군,여,30~39세,0 ,0 ,0 
2024,ADHD,전북,진안군,여,40~49세,0 ,0 ,0 
2024,ADHD,전북,진안군,여,50~59세,0 ,0 ,0 
2024,ADHD,전북,진안군,여,60~69세,0 ,0 ,0 
2024,ADHD,전북,진안군,여,70~79세,0 ,0 ,0 
2024,ADHD,전북,진안군,여,80~89세,0 ,0 ,0 
2024,ADHD,전북,진안군,여,90~99세,0 ,0 ,0 
2024,ADHD,전북,진안군,여,100세이상,0 ,0 ,0 
2024,ADHD,전북,군산시,남,0~9세,90 ,737 ,55338850 
2024,ADHD,전북,군산시,남,10~19세,144 ,1171 ,114297700 
2024,ADHD,전북,군산시,남,20~29세,92 ,536 ,39962080 
2024,ADHD,전북,군산시,남,30~39세,48 ,279 ,26466390 
2024,ADHD,전북,군산시,남,40~49세,16 ,100 ,8248830 
2024,ADHD,전북,군산시,남,50~59세,0 ,0 ,0 
2024,ADHD,전북,군산시,남,60~69세,0 ,0 ,0 
2024,ADHD,전북,군산시,남,70~79세,0 ,0 ,0 
2024,ADHD,전북,군산시,남,80~89세,0 ,0 ,0 
2024,ADHD,전북,군산시,남,90~99세,0 ,0 ,0 
2024,ADHD,전북,군산시,남,100세이상,0 ,0 ,0 
2024,ADHD,전북,군산시,여,0~9세,29 ,232 ,17786560 
2024,ADHD,전북,군산시,여,10~19세,65 ,370 ,32995530 
2024,ADHD,전북,군산시,여,20~29세,91 ,521 ,42434900 
2024,ADHD,전북,군산시,여,30~39세,39 ,163 ,15610420 
2024,ADHD,전북,군산시,여,40~49세,0 ,0 ,0 
2024,ADHD,전북,군산시,여,50~59세,0 ,0 ,0 
2024,ADHD,전북,군산시,여,60~69세,0 ,0 ,0 
2024,ADHD,전북,군산시,여,70~79세,0 ,0 ,0 
2024,ADHD,전북,군산시,여,80~89세,0 ,0 ,0 
2024,ADHD,전북,군산시,여,90~99세,0 ,0 ,0 
2024,ADHD,전북,군산시,여,100세이상,0 ,0 ,0 
2024,ADHD,전북,남원시,남,0~9세,0 ,0 ,0 
2024,ADHD,전북,남원시,남,10~19세,0 ,0 ,0 
2024,ADHD,전북,남원시,남,20~29세,0 ,0 ,0 
2024,ADHD,전북,남원시,남,30~39세,0 ,0 ,0 
2024,ADHD,전북,남원시,남,40~49세,0 ,0 ,0 
2024,ADHD,전북,남원시,남,50~59세,0 ,0 ,0 
2024,ADHD,전북,남원시,남,60~69세,0 ,0 ,0 
2024,ADHD,전북,남원시,남,70~79세,0 ,0 ,0 
2024,ADHD,전북,남원시,남,80~89세,0 ,0 ,0 
2024,ADHD,전북,남원시,남,90~99세,0 ,0 ,0 
2024,ADHD,전북,남원시,남,100세이상,0 ,0 ,0 
2024,ADHD,전북,남원시,여,0~9세,0 ,0 ,0 
2024,ADHD,전북,남원시,여,10~19세,0 ,0 ,0 
2024,ADHD,전북,남원시,여,20~29세,0 ,0 ,0 
2024,ADHD,전북,남원시,여,30~39세,0 ,0 ,0 
2024,ADHD,전북,남원시,여,40~49세,0 ,0 ,0 
2024,ADHD,전북,남원시,여,50~59세,0 ,0 ,0 
2024,ADHD,전북,남원시,여,60~69세,0 ,0 ,0 
2024,ADHD,전북,남원시,여,70~79세,0 ,0 ,0 
2024,ADHD,전북,남원시,여,80~89세,0 ,0 ,0 
2024,ADHD,전북,남원시,여,90~99세,0 ,0 ,0 
2024,ADHD,전북,남원시,여,100세이상,0 ,0 ,0 
2024,ADHD,전북,익산시,남,0~9세,191 ,1237 ,118739580 
2024,ADHD,전북,익산시,남,10~19세,191 ,1312 ,155839070 
2024,ADHD,전북,익산시,남,20~29세,54 ,283 ,34587450 
2024,ADHD,전북,익산시,남,30~39세,30 ,166 ,16540130 
2024,ADHD,전북,익산시,남,40~49세,0 ,0 ,0 
2024,ADHD,전북,익산시,남,50~59세,0 ,0 ,0 
2024,ADHD,전북,익산시,남,60~69세,0 ,0 ,0 
2024,ADHD,전북,익산시,남,70~79세,0 ,0 ,0 
2024,ADHD,전북,익산시,남,80~89세,0 ,0 ,0 
2024,ADHD,전북,익산시,남,90~99세,0 ,0 ,0 
2024,ADHD,전북,익산시,남,100세이상,0 ,0 ,0 
2024,ADHD,전북,익산시,여,0~9세,43 ,315 ,32186550 
2024,ADHD,전북,익산시,여,10~19세,60 ,433 ,50400660 
2024,ADHD,전북,익산시,여,20~29세,65 ,411 ,38118000 
2024,ADHD,전북,익산시,여,30~39세,27 ,124 ,11375690 
2024,ADHD,전북,익산시,여,40~49세,16 ,95 ,9060420 
2024,ADHD,전북,익산시,여,50~59세,0 ,0 ,0 
2024,ADHD,전북,익산시,여,60~69세,0 ,0 ,0 
2024,ADHD,전북,익산시,여,70~79세,0 ,0 ,0 
2024,ADHD,전북,익산시,여,80~89세,0 ,0 ,0 
2024,ADHD,전북,익산시,여,90~99세,0 ,0 ,0 
2024,ADHD,전북,익산시,여,100세이상,0 ,0 ,0 
2024,ADHD,전북,전주완산구,남,0~9세,291 ,2296 ,129771200 
2024,ADHD,전북,전주완산구,남,10~19세,485 ,3863 ,238041130 
2024,ADHD,전북,전주완산구,남,20~29세,239 ,1585 ,128200800 
2024,ADHD,전북,전주완산구,남,30~39세,114 ,868 ,75694720 
2024,ADHD,전북,전주완산구,남,40~49세,29 ,147 ,14273790 
2024,ADHD,전북,전주완산구,남,50~59세,0 ,0 ,0 
2024,ADHD,전북,전주완산구,남,60~69세,0 ,0 ,0 
2024,ADHD,전북,전주완산구,남,70~79세,0 ,0 ,0 
2024,ADHD,전북,전주완산구,남,80~89세,0 ,0 ,0 
2024,ADHD,전북,전주완산구,남,90~99세,0 ,0 ,0 
