진료년도,상별구분,시도,시군구,성별,연령구분,환자수,입내원일수,요양급여비용
2024,조울증,경북,울진군,남,10~19세,0 ,0 ,0 
2024,조울증,경북,울진군,남,20~29세,0 ,0 ,0 
2024,조울증,경북,울진군,남,30~39세,0 ,0 ,0 
2024,조울증,경북,울진군,남,40~49세,0 ,0 ,0 
2024,조울증,경북,울진군,남,50~59세,0 ,0 ,0 
2024,조울증,경북,울진군,남,60~69세,0 ,0 ,0 
2024,조울증,경북,울진군,남,70~79세,0 ,0 ,0 
2024,조울증,경북,울진군,남,80~89세,0 ,0 ,0 
2024,조울증,경북,울진군,남,90~99세,0 ,0 ,0 
2024,조울증,경북,울진군,여,0~9세,0 ,0 ,0 
2024,조울증,경북,울진군,여,10~19세,0 ,0 ,0 
2024,조울증,경북,울진군,여,20~29세,0 ,0 ,0 
2024,조울증,경북,울진군,여,30~39세,0 ,0 ,0 
2024,조울증,경북,울진군,여,40~49세,0 ,0 ,0 
2024,조울증,경북,울진군,여,50~59세,0 ,0 ,0 
2024,조울증,경북,울진군,여,60~69세,0 ,0 ,0 
2024,조울증,경북,울진군,여,70~79세,0 ,0 ,0 
2024,조울증,경북,울진군,여,80~89세,0 ,0 ,0 
2024,조울증,경북,울진군,여,90~99세,0 ,0 ,0 
2024,조울증,경북,울진군,여,100세이상,0 ,0 ,0 
2024,조울증,경북,의성군,남,0~9세,0 ,0 ,0 
2024,조울증,경북,의성군,남,10~19세,0 ,0 ,0 
2024,조울증,경북,의성군,남,20~29세,0 ,0 ,0 
2024,조울증,경북,의성군,남,30~39세,0 ,0 ,0 
2024,조울증,경북,의성군,남,40~49세,0 ,0 ,0 
2024,조울증,경북,의성군,남,50~59세,0 ,0 ,0 
2024,조울증,경북,의성군,남,60~69세,0 ,0 ,0 
2024,조울증,경북,의성군,남,70~79세,0 ,0 ,0 
2024,조울증,경북,의성군,남,80~89세,0 ,0 ,0 
2024,조울증,경북,의성군,남,90~99세,0 ,0 ,0 
2024,조울증,경북,의성군,남,100세이상,0 ,0 ,0 
2024,조울증,경북,의성군,여,0~9세,0 ,0 ,0 
2024,조울증,경북,의성군,여,10~19세,0 ,0 ,0 
2024,조울증,경북,의성군,여,20~29세,0 ,0 ,0 
2024,조울증,경북,의성군,여,30~39세,0 ,0 ,0 
2024,조울증,경북,의성군,여,40~49세,0 ,0 ,0 
2024,조울증,경북,의성군,여,50~59세,0 ,0 ,0 
2024,조울증,경북,의성군,여,60~69세,0 ,0 ,0 
2024,조울증,경북,의성군,여,70~79세,0 ,0 ,0 
2024,조울증,경북,의성군,여,80~89세,0 ,0 ,0 
2024,조울증,경북,의성군,여,90~99세,0 ,0 ,0 
2024,조울증,경북,의성군,여,100세이상,0 ,0 ,0 
2024,조울증,경북,청도군,남,0~9세,0 ,0 ,0 
2024,조울증,경북,청도군,남,10~19세,0 ,0 ,0 
2024,조울증,경북,청도군,남,20~29세,20 ,159 ,12693960 
2024,조울증,경북,청도군,남,30~39세,13 ,303 ,29337740 
2024,조울증,경북,청도군,남,40~49세,31 ,589 ,44914590 
2024,조울증,경북,청도군,남,50~59세,32 ,1249 ,99016730 
2024,조울증,경북,청도군,남,60~69세,24 ,2059 ,186543900 
2024,조울증,경북,청도군,남,70~79세,0 ,0 ,0 
2024,조울증,경북,청도군,남,80~89세,0 ,0 ,0 
2024,조울증,경북,청도군,남,90~99세,0 ,0 ,0 
2024,조울증,경북,청도군,여,0~9세,0 ,0 ,0 
2024,조울증,경북,청도군,여,10~19세,0 ,0 ,0 
2024,조울증,경북,청도군,여,20~29세,10 ,34 ,2562690 
2024,조울증,경북,청도군,여,30~39세,0 ,0 ,0 
2024,조울증,경북,청도군,여,40~49세,10 ,45 ,4498300 
2024,조울증,경북,청도군,여,50~59세,0 ,0 ,0 
2024,조울증,경북,청도군,여,60~69세,0 ,0 ,0 
2024,조울증,경북,청도군,여,70~79세,0 ,0 ,0 
2024,조울증,경북,청도군,여,80~89세,0 ,0 ,0 
2024,조울증,경북,청도군,여,90~99세,0 ,0 ,0 
2024,조울증,경북,청도군,여,100세이상,0 ,0 ,0 
2024,조울증,경북,청송군,남,10~19세,0 ,0 ,0 
2024,조울증,경북,청송군,남,20~29세,0 ,0 ,0 
2024,조울증,경북,청송군,남,30~39세,0 ,0 ,0 
2024,조울증,경북,청송군,남,40~49세,0 ,0 ,0 
2024,조울증,경북,청송군,남,50~59세,0 ,0 ,0 
2024,조울증,경북,청송군,남,60~69세,0 ,0 ,0 
2024,조울증,경북,청송군,남,70~79세,0 ,0 ,0 
2024,조울증,경북,청송군,남,80~89세,0 ,0 ,0 
2024,조울증,경북,청송군,남,90~99세,0 ,0 ,0 
2024,조울증,경북,청송군,남,100세이상,0 ,0 ,0 
2024,조울증,경북,청송군,여,0~9세,0 ,0 ,0 
2024,조울증,경북,청송군,여,10~19세,0 ,0 ,0 
2024,조울증,경북,청송군,여,20~29세,0 ,0 ,0 
2024,조울증,경북,청송군,여,30~39세,0 ,0 ,0 
2024,조울증,경북,청송군,여,40~49세,0 ,0 ,0 
2024,조울증,경북,청송군,여,50~59세,0 ,0 ,0 
2024,조울증,경북,청송군,여,60~69세,0 ,0 ,0 
2024,조울증,경북,청송군,여,70~79세,0 ,0 ,0 
2024,조울증,경북,청송군,여,80~89세,0 ,0 ,0 
2024,조울증,경북,청송군,여,90~99세,0 ,0 ,0 
2024,조울증,경북,청송군,여,100세이상,0 ,0 ,0 
2024,조울증,경북,칠곡군,남,0~9세,0 ,0 ,0 
2024,조울증,경북,칠곡군,남,10~19세,0 ,0 ,0 
2024,조울증,경북,칠곡군,남,20~29세,0 ,0 ,0 
2024,조울증,경북,칠곡군,남,30~39세,0 ,0 ,0 
2024,조울증,경북,칠곡군,남,40~49세,10 ,410 ,35752000 
2024,조울증,경북,칠곡군,남,50~59세,11 ,137 ,10131910 
2024,조울증,경북,칠곡군,남,60~69세,0 ,0 ,0 
2024,조울증,경북,칠곡군,남,70~79세,11 ,687 ,69178380 
2024,조울증,경북,칠곡군,남,80~89세,0 ,0 ,0 
2024,조울증,경북,칠곡군,남,90~99세,0 ,0 ,0 
2024,조울증,경북,칠곡군,남,100세이상,0 ,0 ,0 
2024,조울증,경북,칠곡군,여,0~9세,0 ,0 ,0 
2024,조울증,경북,칠곡군,여,10~19세,0 ,0 ,0 
2024,조울증,경북,칠곡군,여,20~29세,0 ,0 ,0 
2024,조울증,경북,칠곡군,여,30~39세,0 ,0 ,0 
2024,조울증,경북,칠곡군,여,40~49세,0 ,0 ,0 
2024,조울증,경북,칠곡군,여,50~59세,0 ,0 ,0 
2024,조울증,경북,칠곡군,여,60~69세,0 ,0 ,0 
2024,조울증,경북,칠곡군,여,70~79세,0 ,0 ,0 
2024,조울증,경북,칠곡군,여,80~89세,0 ,0 ,0 
2024,조울증,경북,칠곡군,여,90~99세,0 ,0 ,0 
2024,조울증,경북,칠곡군,여,100세이상,0 ,0 ,0 
2024,조울증,경북,경주시,남,0~9세,0 ,0 ,0 
2024,조울증,경북,경주시,남,10~19세,25 ,208 ,17938150 
2024,조울증,경북,경주시,남,20~29세,148 ,815 ,65621300 
2024,조울증,경북,경주시,남,30~39세,108 ,632 ,52834670 
2024,조울증,경북,경주시,남,40~49세,119 ,775 ,59820380 
2024,조울증,경북,경주시,남,50~59세,102 ,954 ,85193260 
2024,조울증,경북,경주시,남,60~69세,83 ,809 ,62213790 
2024,조울증,경북,경주시,남,70~79세,31 ,242 ,17400170 
2024,조울증,경북,경주시,남,80~89세,23 ,203 ,13825490 
2024,조울증,경북,경주시,남,90~99세,0 ,0 ,0 
2024,조울증,경북,경주시,남,100세이상,0 ,0 ,0 
2024,조울증,경북,경주시,여,0~9세,0 ,0 ,0 
2024,조울증,경북,경주시,여,10~19세,39 ,513 ,53825010 
2024,조울증,경북,경주시,여,20~29세,102 ,747 ,72260020 
2024,조울증,경북,경주시,여,30~39세,102 ,856 ,81086870 
2024,조울증,경북,경주시,여,40~49세,123 ,1088 ,92467770 
2024,조울증,경북,경주시,여,50~59세,94 ,934 ,76618360 
2024,조울증,경북,경주시,여,60~69세,96 ,952 ,77622610 
2024,조울증,경북,경주시,여,70~79세,59 ,559 ,41565520 
2024,조울증,경북,경주시,여,80~89세,38 ,235 ,14142410 
2024,조울증,경북,경주시,여,90~99세,0 ,0 ,0 
2024,조울증,경북,경주시,여,100세이상,0 ,0 ,0 
2024,조울증,경북,구미시,남,0~9세,0 ,0 ,0 
2024,조울증,경북,구미시,남,10~19세,16 ,152 ,15505870 
2024,조울증,경북,구미시,남,20~29세,86 ,730 ,68369800 
2024,조울증,경북,구미시,남,30~39세,77 ,696 ,62107420 
2024,조울증,경북,구미시,남,40~49세,56 ,428 ,30555540 
2024,조울증,경북,구미시,남,50~59세,52 ,967 ,85534190 
2024,조울증,경북,구미시,남,60~69세,59 ,689 ,54195340 
2024,조울증,경북,구미시,남,70~79세,28 ,191 ,12837610 
2024,조울증,경북,구미시,남,80~89세,17 ,85 ,5562170 
2024,조울증,경북,구미시,남,90~99세,0 ,0 ,0 
2024,조울증,경북,구미시,남,100세이상,0 ,0 ,0 
2024,조울증,경북,구미시,여,0~9세,0 ,0 ,0 
2024,조울증,경북,구미시,여,10~19세,23 ,317 ,33210030 
2024,조울증,경북,구미시,여,20~29세,110 ,846 ,76697910 
2024,조울증,경북,구미시,여,30~39세,104 ,1520 ,133011880 
2024,조울증,경북,구미시,여,40~49세,87 ,1054 ,97066000 
2024,조울증,경북,구미시,여,50~59세,96 ,1359 ,117348260 
2024,조울증,경북,구미시,여,60~69세,70 ,921 ,77104700 
2024,조울증,경북,구미시,여,70~79세,33 ,251 ,18096940 
2024,조울증,경북,구미시,여,80~89세,25 ,458 ,44334480 
2024,조울증,경북,구미시,여,90~99세,0 ,0 ,0 
2024,조울증,경북,구미시,여,100세이상,0 ,0 ,0 
2024,조울증,경북,김천시,남,0~9세,0 ,0 ,0 
2024,조울증,경북,김천시,남,10~19세,0 ,0 ,0 
2024,조울증,경북,김천시,남,20~29세,13 ,302 ,26818370 
2024,조울증,경북,김천시,남,30~39세,14 ,121 ,10372890 
2024,조울증,경북,김천시,남,40~49세,23 ,501 ,34947320 
2024,조울증,경북,김천시,남,50~59세,22 ,473 ,36542620 
2024,조울증,경북,김천시,남,60~69세,22 ,795 ,63062890 
2024,조울증,경북,김천시,남,70~79세,10 ,96 ,5502970 
2024,조울증,경북,김천시,남,80~89세,0 ,0 ,0 
2024,조울증,경북,김천시,남,90~99세,0 ,0 ,0 
2024,조울증,경북,김천시,남,100세이상,0 ,0 ,0 
2024,조울증,경북,김천시,여,0~9세,0 ,0 ,0 
2024,조울증,경북,김천시,여,10~19세,0 ,0 ,0 
2024,조울증,경북,김천시,여,20~29세,0 ,0 ,0 
2024,조울증,경북,김천시,여,30~39세,12 ,223 ,16191710 
2024,조울증,경북,김천시,여,40~49세,19 ,182 ,10977450 
2024,조울증,경북,김천시,여,50~59세,22 ,287 ,17972570 
2024,조울증,경북,김천시,여,60~69세,28 ,321 ,20635250 
2024,조울증,경북,김천시,여,70~79세,17 ,160 ,9561550 
2024,조울증,경북,김천시,여,80~89세,0 ,0 ,0 
2024,조울증,경북,김천시,여,90~99세,0 ,0 ,0 
2024,조울증,경북,김천시,여,100세이상,0 ,0 ,0 
2024,조울증,경북,안동시,남,0~9세,0 ,0 ,0 
2024,조울증,경북,안동시,남,10~19세,0 ,0 ,0 
2024,조울증,경북,안동시,남,20~29세,13 ,58 ,3716210 
2024,조울증,경북,안동시,남,30~39세,19 ,111 ,8072480 
2024,조울증,경북,안동시,남,40~49세,27 ,628 ,51083390 
2024,조울증,경북,안동시,남,50~59세,33 ,349 ,23310850 
2024,조울증,경북,안동시,남,60~69세,29 ,231 ,19935160 
2024,조울증,경북,안동시,남,70~79세,27 ,189 ,11968410 
2024,조울증,경북,안동시,남,80~89세,12 ,277 ,19736780 
2024,조울증,경북,안동시,남,90~99세,0 ,0 ,0 
2024,조울증,경북,안동시,남,100세이상,0 ,0 ,0 
2024,조울증,경북,안동시,여,0~9세,0 ,0 ,0 
2024,조울증,경북,안동시,여,10~19세,0 ,0 ,0 
2024,조울증,경북,안동시,여,20~29세,18 ,140 ,12128050 
2024,조울증,경북,안동시,여,30~39세,30 ,311 ,30298370 
2024,조울증,경북,안동시,여,40~49세,46 ,309 ,25148050 
2024,조울증,경북,안동시,여,50~59세,48 ,310 ,24870520 
2024,조울증,경북,안동시,여,60~69세,43 ,475 ,38272520 
2024,조울증,경북,안동시,여,70~79세,25 ,176 ,11073220 
2024,조울증,경북,안동시,여,80~89세,22 ,129 ,11178150 
2024,조울증,경북,안동시,여,90~99세,0 ,0 ,0 
2024,조울증,경북,안동시,여,100세이상,0 ,0 ,0 
2024,조울증,경북,영주시,남,0~9세,0 ,0 ,0 
2024,조울증,경북,영주시,남,10~19세,0 ,0 ,0 
2024,조울증,경북,영주시,남,20~29세,14 ,117 ,6283480 
2024,조울증,경북,영주시,남,30~39세,12 ,354 ,29927520 
2024,조울증,경북,영주시,남,40~49세,12 ,66 ,3595880 
2024,조울증,경북,영주시,남,50~59세,24 ,350 ,28558480 
2024,조울증,경북,영주시,남,60~69세,17 ,143 ,7423720 
2024,조울증,경북,영주시,남,70~79세,16 ,101 ,4540550 
2024,조울증,경북,영주시,남,80~89세,18 ,155 ,6192310 
2024,조울증,경북,영주시,남,90~99세,0 ,0 ,0 
2024,조울증,경북,영주시,남,100세이상,0 ,0 ,0 
2024,조울증,경북,영주시,여,0~9세,0 ,0 ,0 
2024,조울증,경북,영주시,여,10~19세,0 ,0 ,0 
2024,조울증,경북,영주시,여,20~29세,14 ,723 ,71562280 
2024,조울증,경북,영주시,여,30~39세,12 ,84 ,4531010 
2024,조울증,경북,영주시,여,40~49세,27 ,871 ,76117510 
2024,조울증,경북,영주시,여,50~59세,29 ,272 ,15647620 
2024,조울증,경북,영주시,여,60~69세,37 ,663 ,48784080 
2024,조울증,경북,영주시,여,70~79세,23 ,209 ,9179380 
2024,조울증,경북,영주시,여,80~89세,37 ,275 ,10825710 
2024,조울증,경북,영주시,여,90~99세,0 ,0 ,0 
2024,조울증,경북,영주시,여,100세이상,0 ,0 ,0 
2024,조울증,경북,영천시,남,0~9세,0 ,0 ,0 
2024,조울증,경북,영천시,남,10~19세,0 ,0 ,0 
2024,조울증,경북,영천시,남,20~29세,0 ,0 ,0 
2024,조울증,경북,영천시,남,30~39세,0 ,0 ,0 
2024,조울증,경북,영천시,남,40~49세,17 ,202 ,15818750 
2024,조울증,경북,영천시,남,50~59세,17 ,621 ,61064370 
2024,조울증,경북,영천시,남,60~69세,19 ,441 ,44056160 
2024,조울증,경북,영천시,남,70~79세,17 ,1622 ,163412630 
2024,조울증,경북,영천시,남,80~89세,0 ,0 ,0 
2024,조울증,경북,영천시,남,90~99세,0 ,0 ,0 
2024,조울증,경북,영천시,남,100세이상,0 ,0 ,0 
2024,조울증,경북,영천시,여,0~9세,0 ,0 ,0 
2024,조울증,경북,영천시,여,10~19세,0 ,0 ,0 
2024,조울증,경북,영천시,여,20~29세,10 ,103 ,8674380 
2024,조울증,경북,영천시,여,30~39세,11 ,447 ,51438300 
2024,조울증,경북,영천시,여,40~49세,0 ,0 ,0 
2024,조울증,경북,영천시,여,50~59세,14 ,278 ,21780370 
2024,조울증,경북,영천시,여,60~69세,14 ,406 ,41605920 
2024,조울증,경북,영천시,여,70~79세,11 ,705 ,72078100 
2024,조울증,경북,영천시,여,80~89세,0 ,0 ,0 
2024,조울증,경북,영천시,여,90~99세,0 ,0 ,0 
2024,조울증,경북,영천시,여,100세이상,0 ,0 ,0 
2024,조울증,경북,포항남구,남,0~9세,0 ,0 ,0 
2024,조울증,경북,포항남구,남,10~19세,0 ,0 ,0 
2024,조울증,경북,포항남구,남,20~29세,22 ,127 ,11503450 
2024,조울증,경북,포항남구,남,30~39세,11 ,60 ,4605810 
2024,조울증,경북,포항남구,남,40~49세,13 ,110 ,7020010 
2024,조울증,경북,포항남구,남,50~59세,10 ,45 ,2242880 
2024,조울증,경북,포항남구,남,60~69세,11 ,82 ,3876530 
2024,조울증,경북,포항남구,남,70~79세,0 ,0 ,0 
2024,조울증,경북,포항남구,남,80~89세,0 ,0 ,0 
2024,조울증,경북,포항남구,남,90~99세,0 ,0 ,0 
2024,조울증,경북,포항남구,남,100세이상,0 ,0 ,0 
2024,조울증,경북,포항남구,여,0~9세,0 ,0 ,0 
2024,조울증,경북,포항남구,여,10~19세,10 ,23 ,2208850 
2024,조울증,경북,포항남구,여,20~29세,18 ,113 ,9107030 
2024,조울증,경북,포항남구,여,30~39세,24 ,139 ,11154780 
2024,조울증,경북,포항남구,여,40~49세,22 ,118 ,6793710 
2024,조울증,경북,포항남구,여,50~59세,21 ,192 ,15837020 
2024,조울증,경북,포항남구,여,60~69세,16 ,94 ,4879860 
2024,조울증,경북,포항남구,여,70~79세,15 ,79 ,4686420 
2024,조울증,경북,포항남구,여,80~89세,14 ,54 ,1198370 
2024,조울증,경북,포항남구,여,90~99세,0 ,0 ,0 
2024,조울증,경북,포항남구,여,100세이상,0 ,0 ,0 
2024,조울증,경북,포항북구,남,0~9세,0 ,0 ,0 
2024,조울증,경북,포항북구,남,10~19세,32 ,206 ,24986650 
2024,조울증,경북,포항북구,남,20~29세,75 ,779 ,66089570 
2024,조울증,경북,포항북구,남,30~39세,49 ,828 ,70229780 
2024,조울증,경북,포항북구,남,40~49세,54 ,839 ,63362080 
2024,조울증,경북,포항북구,남,50~59세,68 ,1267 ,105389740 
2024,조울증,경북,포항북구,남,60~69세,38 ,396 ,23914980 
2024,조울증,경북,포항북구,남,70~79세,36 ,711 ,58229730 
2024,조울증,경북,포항북구,남,80~89세,17 ,96 ,4025650 
2024,조울증,경북,포항북구,남,90~99세,0 ,0 ,0 
2024,조울증,경북,포항북구,남,100세이상,0 ,0 ,0 
2024,조울증,경북,포항북구,여,0~9세,0 ,0 ,0 
2024,조울증,경북,포항북구,여,10~19세,30 ,229 ,24549270 
2024,조울증,경북,포항북구,여,20~29세,80 ,844 ,71758950 
2024,조울증,경북,포항북구,여,30~39세,76 ,944 ,92320360 
2024,조울증,경북,포항북구,여,40~49세,79 ,945 ,64116270 
2024,조울증,경북,포항북구,여,50~59세,73 ,1581 ,124507130 
2024,조울증,경북,포항북구,여,60~69세,62 ,880 ,57453140 
2024,조울증,경북,포항북구,여,70~79세,40 ,374 ,23313040 
2024,조울증,경북,포항북구,여,80~89세,20 ,162 ,7891540 
2024,조울증,경북,포항북구,여,90~99세,0 ,0 ,0 
2024,조울증,경북,포항북구,여,100세이상,0 ,0 ,0 
2024,조울증,경북,문경시,남,0~9세,0 ,0 ,0 
2024,조울증,경북,문경시,남,10~19세,0 ,0 ,0 
2024,조울증,경북,문경시,남,20~29세,0 ,0 ,0 
2024,조울증,경북,문경시,남,30~39세,11 ,52 ,2309530 
2024,조울증,경북,문경시,남,40~49세,10 ,100 ,5775130 
2024,조울증,경북,문경시,남,50~59세,0 ,0 ,0 
2024,조울증,경북,문경시,남,60~69세,0 ,0 ,0 
2024,조울증,경북,문경시,남,70~79세,0 ,0 ,0 
2024,조울증,경북,문경시,남,80~89세,0 ,0 ,0 
2024,조울증,경북,문경시,남,90~99세,0 ,0 ,0 
2024,조울증,경북,문경시,남,100세이상,0 ,0 ,0 
2024,조울증,경북,문경시,여,0~9세,0 ,0 ,0 
2024,조울증,경북,문경시,여,10~19세,0 ,0 ,0 
2024,조울증,경북,문경시,여,20~29세,0 ,0 ,0 
2024,조울증,경북,문경시,여,30~39세,10 ,69 ,3972280 
2024,조울증,경북,문경시,여,40~49세,0 ,0 ,0 
2024,조울증,경북,문경시,여,50~59세,12 ,197 ,16749260 
2024,조울증,경북,문경시,여,60~69세,10 ,96 ,3501760 
2024,조울증,경북,문경시,여,70~79세,0 ,0 ,0 
2024,조울증,경북,문경시,여,80~89세,0 ,0 ,0 
2024,조울증,경북,문경시,여,90~99세,0 ,0 ,0 
2024,조울증,경북,문경시,여,100세이상,0 ,0 ,0 
2024,조울증,경북,상주시,남,0~9세,0 ,0 ,0 
2024,조울증,경북,상주시,남,10~19세,0 ,0 ,0 
2024,조울증,경북,상주시,남,20~29세,0 ,0 ,0 
2024,조울증,경북,상주시,남,30~39세,0 ,0 ,0 
2024,조울증,경북,상주시,남,40~49세,10 ,801 ,78718060 
2024,조울증,경북,상주시,남,50~59세,10 ,757 ,70675260 
2024,조울증,경북,상주시,남,60~69세,15 ,488 ,36137300 
2024,조울증,경북,상주시,남,70~79세,0 ,0 ,0 
2024,조울증,경북,상주시,남,80~89세,0 ,0 ,0 
2024,조울증,경북,상주시,남,90~99세,0 ,0 ,0 
2024,조울증,경북,상주시,남,100세이상,0 ,0 ,0 
2024,조울증,경북,상주시,여,0~9세,0 ,0 ,0 
2024,조울증,경북,상주시,여,10~19세,0 ,0 ,0 
2024,조울증,경북,상주시,여,20~29세,0 ,0 ,0 
2024,조울증,경북,상주시,여,30~39세,0 ,0 ,0 
2024,조울증,경북,상주시,여,40~49세,12 ,529 ,52927920 
2024,조울증,경북,상주시,여,50~59세,0 ,0 ,0 
2024,조울증,경북,상주시,여,60~69세,0 ,0 ,0 
2024,조울증,경북,상주시,여,70~79세,0 ,0 ,0 
2024,조울증,경북,상주시,여,80~89세,0 ,0 ,0 
2024,조울증,경북,상주시,여,90~99세,0 ,0 ,0 
2024,조울증,경북,상주시,여,100세이상,0 ,0 ,0 
2024,조울증,경북,경산시,남,0~9세,14 ,20 ,2985610 
2024,조울증,경북,경산시,남,10~19세,17 ,36 ,5306650 
2024,조울증,경북,경산시,남,20~29세,31 ,598 ,61563200 
2024,조울증,경북,경산시,남,30~39세,23 ,119 ,9936240 
2024,조울증,경북,경산시,남,40~49세,11 ,509 ,51083170 
2024,조울증,경북,경산시,남,50~59세,14 ,481 ,42957570 
2024,조울증,경북,경산시,남,60~69세,13 ,315 ,34839640 
2024,조울증,경북,경산시,남,70~79세,12 ,795 ,65346920 
2024,조울증,경북,경산시,남,80~89세,11 ,45 ,717030 
2024,조울증,경북,경산시,남,90~99세,0 ,0 ,0 
2024,조울증,경북,경산시,남,100세이상,0 ,0 ,0 
2024,조울증,경북,경산시,여,0~9세,0 ,0 ,0 
2024,조울증,경북,경산시,여,10~19세,11 ,45 ,4313030 
2024,조울증,경북,경산시,여,20~29세,30 ,149 ,13572530 
2024,조울증,경북,경산시,여,30~39세,39 ,261 ,24303990 
2024,조울증,경북,경산시,여,40~49세,24 ,160 ,10878480 
2024,조울증,경북,경산시,여,50~59세,19 ,156 ,10691970 
2024,조울증,경북,경산시,여,60~69세,24 ,243 ,20817270 
2024,조울증,경북,경산시,여,70~79세,30 ,251 ,17728530 
2024,조울증,경북,경산시,여,80~89세,29 ,322 ,23031130 
2024,조울증,경북,경산시,여,90~99세,16 ,52 ,414170 
2024,조울증,경북,경산시,여,100세이상,0 ,0 ,0 
2024,조울증,경남,거창군,남,0~9세,0 ,0 ,0 
2024,조울증,경남,거창군,남,10~19세,0 ,0 ,0 
2024,조울증,경남,거창군,남,20~29세,0 ,0 ,0 
2024,조울증,경남,거창군,남,30~39세,0 ,0 ,0 
2024,조울증,경남,거창군,남,40~49세,0 ,0 ,0 
2024,조울증,경남,거창군,남,50~59세,0 ,0 ,0 
2024,조울증,경남,거창군,남,60~69세,0 ,0 ,0 
2024,조울증,경남,거창군,남,70~79세,0 ,0 ,0 
2024,조울증,경남,거창군,남,80~89세,0 ,0 ,0 
2024,조울증,경남,거창군,남,90~99세,0 ,0 ,0 
2024,조울증,경남,거창군,남,100세이상,0 ,0 ,0 
2024,조울증,경남,거창군,여,0~9세,0 ,0 ,0 
2024,조울증,경남,거창군,여,10~19세,0 ,0 ,0 
2024,조울증,경남,거창군,여,20~29세,0 ,0 ,0 
2024,조울증,경남,거창군,여,30~39세,0 ,0 ,0 
2024,조울증,경남,거창군,여,40~49세,0 ,0 ,0 
2024,조울증,경남,거창군,여,50~59세,0 ,0 ,0 
2024,조울증,경남,거창군,여,60~69세,0 ,0 ,0 
2024,조울증,경남,거창군,여,70~79세,0 ,0 ,0 
2024,조울증,경남,거창군,여,80~89세,0 ,0 ,0 
2024,조울증,경남,거창군,여,90~99세,0 ,0 ,0 
2024,조울증,경남,거창군,여,100세이상,0 ,0 ,0 
2024,조울증,경남,고성군,남,0~9세,0 ,0 ,0 
2024,조울증,경남,고성군,남,10~19세,0 ,0 ,0 
2024,조울증,경남,고성군,남,20~29세,0 ,0 ,0 
2024,조울증,경남,고성군,남,30~39세,0 ,0 ,0 
2024,조울증,경남,고성군,남,40~49세,0 ,0 ,0 
2024,조울증,경남,고성군,남,50~59세,10 ,154 ,16406110 
2024,조울증,경남,고성군,남,60~69세,0 ,0 ,0 
2024,조울증,경남,고성군,남,70~79세,12 ,326 ,31836460 
2024,조울증,경남,고성군,남,80~89세,10 ,101 ,11497580 
2024,조울증,경남,고성군,남,90~99세,0 ,0 ,0 
2024,조울증,경남,고성군,남,100세이상,0 ,0 ,0 
2024,조울증,경남,고성군,여,0~9세,0 ,0 ,0 
2024,조울증,경남,고성군,여,10~19세,0 ,0 ,0 
2024,조울증,경남,고성군,여,20~29세,0 ,0 ,0 
2024,조울증,경남,고성군,여,30~39세,0 ,0 ,0 
2024,조울증,경남,고성군,여,40~49세,0 ,0 ,0 
2024,조울증,경남,고성군,여,50~59세,0 ,0 ,0 
2024,조울증,경남,고성군,여,60~69세,15 ,91 ,9838040 
2024,조울증,경남,고성군,여,70~79세,20 ,52 ,4219480 
2024,조울증,경남,고성군,여,80~89세,21 ,44 ,3976330 
2024,조울증,경남,고성군,여,90~99세,0 ,0 ,0 
2024,조울증,경남,고성군,여,100세이상,0 ,0 ,0 
2024,조울증,경남,남해군,남,0~9세,0 ,0 ,0 
2024,조울증,경남,남해군,남,10~19세,0 ,0 ,0 
2024,조울증,경남,남해군,남,20~29세,0 ,0 ,0 
2024,조울증,경남,남해군,남,30~39세,0 ,0 ,0 
2024,조울증,경남,남해군,남,40~49세,0 ,0 ,0 
2024,조울증,경남,남해군,남,50~59세,0 ,0 ,0 
2024,조울증,경남,남해군,남,60~69세,0 ,0 ,0 
2024,조울증,경남,남해군,남,70~79세,0 ,0 ,0 
2024,조울증,경남,남해군,남,80~89세,11 ,878 ,61257720 
2024,조울증,경남,남해군,남,90~99세,0 ,0 ,0 
2024,조울증,경남,남해군,여,10~19세,0 ,0 ,0 
2024,조울증,경남,남해군,여,20~29세,0 ,0 ,0 
2024,조울증,경남,남해군,여,30~39세,0 ,0 ,0 
2024,조울증,경남,남해군,여,40~49세,0 ,0 ,0 
2024,조울증,경남,남해군,여,50~59세,0 ,0 ,0 
2024,조울증,경남,남해군,여,60~69세,0 ,0 ,0 
2024,조울증,경남,남해군,여,70~79세,0 ,0 ,0 
2024,조울증,경남,남해군,여,80~89세,28 ,1502 ,107740540 
2024,조울증,경남,남해군,여,90~99세,12 ,1016 ,67924950 
2024,조울증,경남,남해군,여,100세이상,0 ,0 ,0 
2024,조울증,경남,산청군,남,0~9세,0 ,0 ,0 
2024,조울증,경남,산청군,남,10~19세,0 ,0 ,0 
2024,조울증,경남,산청군,남,20~29세,0 ,0 ,0 
2024,조울증,경남,산청군,남,30~39세,0 ,0 ,0 
2024,조울증,경남,산청군,남,40~49세,0 ,0 ,0 
2024,조울증,경남,산청군,남,50~59세,0 ,0 ,0 
2024,조울증,경남,산청군,남,60~69세,0 ,0 ,0 
2024,조울증,경남,산청군,남,70~79세,0 ,0 ,0 
2024,조울증,경남,산청군,남,80~89세,0 ,0 ,0 
2024,조울증,경남,산청군,남,90~99세,0 ,0 ,0 
2024,조울증,경남,산청군,남,100세이상,0 ,0 ,0 
